name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms)
柳津(宮城),38.611864,141.306369,eco,495.582,16.01779,16時間1分4秒
陸前横山,38.631019,141.354201,unknown,493.438,16.00438,16時間0分16秒
陸前戸倉,38.64775,141.43335,unknown,491.626,15.99303,15時間59分35秒
志津川,38.676666,141.449625,unknown,488.433,15.97301,15時間58分23秒
清水浜,38.691889,141.489623,unknown,486.809,15.96282,15時間57分46秒
歌津,38.718293,141.519751,unknown,483.942,15.94480,15時間56分41秒
陸前港,38.739198,141.531026,unknown,481.647,15.93035,15時間55分49秒
蔵内,38.753577,141.525006,unknown,480.033,15.92018,15時間55分13秒
陸前小泉,38.767626,141.508008,unknown,478.430,15.91007,15時間54分36秒
本吉,38.786738,141.502616,unknown,476.293,15.89658,15時間53分48秒
小金沢,38.796359,141.533986,unknown,475.302,15.89031,15時間53分25秒
大谷海岸,38.814266,141.567134,unknown,473.410,15.87835,15時間52分42秒
陸前階上,38.837431,141.580276,unknown,470.880,15.86233,15時間51分44秒
最知,38.853374,141.58127,unknown,469.112,15.85113,15時間51分4秒
松岩,38.873694,141.583137,unknown,466.861,15.83685,15時間50分13秒
南気仙沼,38.895078,141.576671,unknown,464.463,15.82162,15時間49分18秒
不動の沢,38.898482,141.562681,unknown,464.038,15.81892,15時間49分8秒
郡山(福島),37.398187,140.389363,heat,635.769,16.85604,16時間51分22秒
郡山富田,37.420643,140.369167,heat,633.513,16.84321,16時間50分36秒
喜久田,37.451746,140.341912,heat,630.392,16.82541,16時間49分31秒
安子ヶ島,37.472048,140.310133,heat,628.526,16.81475,16時間48分53秒
磐梯熱海,37.480743,140.2707,heat,628.046,16.81201,16時間48分43秒
中山宿,37.495648,140.219401,heat,627.054,16.80633,16時間48分23秒
上戸,37.487848,140.163538,heat,628.652,16.81547,16時間48分56秒
猪苗代湖畔,37.500563,140.147564,heat,627.474,16.80874,16時間48分31秒
関都,37.515577,140.143619,cool,625.879,16.79961,16時間47分59秒
川桁,37.535639,140.136869,cool,623.770,16.78752,16時間47分15秒
猪苗代,37.546286,140.103122,cool,623.079,16.78355,16時間47分1秒
翁島,37.552837,140.054079,cool,623.079,16.78355,16時間47分1秒
磐梯町,37.557305,139.993413,cool,623.516,16.78606,16時間47分10秒
東長原,37.566465,139.948239,eco,623.232,16.78443,16時間47分4秒
広田,37.549235,139.933343,eco,625.356,16.79661,16時間47分48秒
会津若松,37.508824,139.930159,heat,629.825,16.82218,16時間49分20秒
堂島,37.554723,139.911706,heat,625.111,16.79521,16時間47分43秒
笈川,37.579117,139.895318,heat,622.720,16.78149,16時間46分53秒
塩川,37.59393,139.88716,heat,621.240,16.77299,16時間46分23秒
姥堂,37.615952,139.881001,heat,618.942,16.75976,16時間45分35秒
会津豊川,37.633499,139.876787,heat,617.099,16.74914,16時間44分57秒
喜多方,37.643886,139.868365,heat,616.111,16.74344,16時間44分36秒
山都,37.639228,139.766534,eco,618.430,16.75681,16時間45分25秒
荻野,37.617613,139.722119,eco,621.604,16.77508,16時間46分30秒
尾登,37.609024,139.691542,eco,623.116,16.78376,16時間47分2秒
野沢,37.590898,139.64462,cool,625.988,16.80023,16時間48分1秒
上野尻,37.625041,139.633869,cool,622.498,16.78021,16時間46分49秒
徳沢,37.666876,139.602879,cool,618.588,16.75772,16時間45分28秒
豊実,37.680541,139.576348,cool,617.651,16.75232,16時間45分8秒
日出谷,37.705699,139.533985,cool,615.816,16.74174,16時間44分30秒
鹿瀬,37.695656,139.479663,cool,618.061,16.75469,16時間45分17秒
津川,37.68817,139.447136,cool,619.577,16.76342,16時間45分48秒
三川(新潟),37.70835,139.381482,cool,618.877,16.75939,16時間45分34秒
五十島,37.715974,139.353419,cool,618.702,16.75838,16時間45分30秒
東下条,37.736876,139.321815,cool,617.197,16.74971,16時間44分59秒
咲花,37.735003,139.29095,cool,618.129,16.75508,16時間45分18秒
馬下,37.737569,139.260466,heat,618.586,16.75771,16時間45分28秒
猿和田,37.729594,139.222481,heat,620.363,16.76794,16時間46分5秒
五泉,37.734373,139.179785,heat,620.911,16.77109,16時間46分16秒
北五泉,37.746785,139.169758,heat,619.840,16.76493,16時間45分54秒
新関,37.768096,139.162508,eco,617.753,16.75291,16時間45分10秒
東新津,37.787638,139.143768,eco,616.151,16.74367,16時間44分37秒
七日町,37.50121,139.918958,heat,630.839,16.82796,16時間49分41秒
西若松,37.486034,139.914172,heat,632.575,16.83786,16時間50分16秒
会津本郷,37.463488,139.892987,heat,635.386,16.85386,16時間51分14秒
会津高田,37.470839,139.841266,heat,635.450,16.85423,16時間51分15秒
根岸(福島),37.501885,139.828603,heat,632.281,16.83619,16時間50分10秒
新鶴,37.517161,139.828499,eco,630.618,16.82670,16時間49分36秒
若宮,37.535243,139.828321,heat,628.649,16.81546,16時間48分56秒
会津坂下,37.556695,139.821509,heat,626.430,16.80276,16時間48分10秒
塔寺,37.569368,139.785241,heat,625.692,16.79854,16時間47分55秒
会津坂本,37.553266,139.756802,heat,627.959,16.81151,16時間48分41秒
会津柳津,37.538664,139.723817,heat,630.152,16.82404,16時間49分27秒
郷戸,37.51636,139.709911,heat,632.835,16.83934,16時間50分22秒
滝谷(福島),37.494315,139.69799,heat,635.453,16.85424,16時間51分15秒
会津桧原,37.491664,139.679382,heat,636.090,16.85786,16時間51分28秒
会津西方,37.480937,139.661528,heat,637.593,16.86640,16時間51分59秒
会津宮下,37.471169,139.647102,cool,638.929,16.87398,16時間52分26秒
早戸,37.469953,139.593605,cool,640.100,16.88061,16時間52分50秒
会津水沼,37.483026,139.560733,cool,639.339,16.87630,16時間52分35秒
会津中川,37.473785,139.532135,cool,640.917,16.88524,16時間53分7秒
会津川口,37.455076,139.52384,cool,643.111,16.89764,16時間53分52秒
本名,37.44476,139.49882,cool,644.740,16.90684,16時間54分25秒
会津越川,37.398684,139.469405,cool,650.329,16.93830,16時間56分18秒
会津横田,37.392353,139.435853,cool,651.716,16.94609,16時間56分46秒
会津大塩,37.392803,139.413044,eco,652.152,16.94854,16時間56分55秒
会津塩沢,37.393599,139.355096,eco,653.321,16.95509,16時間57分18秒
会津蒲生,37.381775,139.333213,eco,655.077,16.96492,16時間57分54秒
只見,37.350239,139.314783,eco,658.880,16.98616,16時間59分10秒
田子倉,37.317869,139.255142,unknown,663.701,17.01299,17時間0分47秒
大白川,37.341687,139.121373,cool,664.282,17.01621,17時間0分58秒
柿ノ木,37.341195,139.08933,unknown,665.113,17.02082,17時間1分15秒
入広瀬,37.358818,139.06599,cool,663.805,17.01356,17時間0分49秒
上条(新潟),37.346836,139.050698,cool,665.463,17.02276,17時間1分22秒
越後須原,37.320591,139.017463,heat,669.092,17.04286,17時間2分34秒
魚沼田中,37.294413,138.992578,heat,672.509,17.06172,17時間3分42秒
越後広瀬,37.274363,138.981141,heat,674.935,17.07507,17時間4分30秒
藪神,37.256737,138.975698,eco,676.951,17.08615,17時間5分10秒
小出,37.233581,138.953526,heat,679.979,17.10275,17時間6分10秒
いわき,37.058241,140.892273,heat,669.458,17.04488,17時間2分42秒
赤井,37.080631,140.866294,heat,667.104,17.03186,17時間1分55秒
小川郷,37.126446,140.862514,heat,662.039,17.00375,17時間0分14秒
江田(福島),37.179389,140.82609,heat,656.365,16.97212,16時間58分20秒
川前,37.20559,140.750335,heat,653.928,16.95849,16時間57分31秒
夏井,37.253108,140.662552,heat,649.287,16.93245,16時間55分57秒
小野新町,37.275819,140.63656,heat,646.974,16.91944,16時間55分10秒
神俣,37.324186,140.659487,heat,641.437,16.88818,16時間53分17秒
菅谷,37.351024,140.644185,cool,638.585,16.87203,16時間52分19秒
大越,37.386746,140.630693,cool,634.738,16.85018,16時間51分1秒
磐城常葉,37.420611,140.605579,cool,631.198,16.83001,16時間49分48秒
船引,37.44291,140.574558,cool,628.999,16.81746,16時間49分3秒
要田,37.453969,140.520773,eco,628.270,16.81329,16時間48分48秒
三春,37.449841,140.479275,eco,629.129,16.81820,16時間49分6秒
舞木,37.416716,140.435074,eco,633.238,16.84164,16時間50分30秒
黒磯,36.970128,140.060204,heat,686.942,17.14076,17時間8分27秒
高久,36.996572,140.087346,heat,683.670,17.12293,17時間7分23秒
黒田原,37.022848,140.119586,heat,680.355,17.10481,17時間6分17秒
豊原,37.055014,140.155066,heat,676.358,17.08289,17時間4分58秒
白坂,37.09457,140.184388,heat,671.633,17.05689,17時間3分25秒
新白河,37.12331,140.188969,heat,668.412,17.03910,17時間2分21秒
白河,37.129692,140.213742,heat,667.402,17.03351,17時間2分1秒
久田野,37.137048,140.259458,heat,666.041,17.02597,17時間1分33秒
泉崎,37.15835,140.299026,heat,663.232,17.01038,17時間0分37秒
矢吹,37.205286,140.327983,heat,657.728,16.97973,16時間58分47秒
鏡石,37.250733,140.346812,heat,652.505,16.95051,16時間57分2秒
須賀川,37.300335,140.372014,heat,646.755,16.91820,16時間55分6秒
安積永盛,37.356967,140.368943,heat,640.540,16.88310,16時間52分59秒
日和田,37.446405,140.388333,heat,630.460,16.82580,16時間49分33秒
五百川,37.482887,140.38785,heat,626.440,16.80282,16時間48分10秒
本宮(福島),37.514177,140.399534,heat,622.859,16.78229,16時間46分56秒
杉田(福島),37.563307,140.413663,cool,617.284,16.75021,16時間45分1秒
二本松,37.589598,140.435389,cool,614.148,16.73210,16時間43分56秒
安達,37.611724,140.466042,cool,611.383,16.71610,16時間42分58秒
松川,37.653825,140.48442,cool,606.544,16.68802,16時間41分17秒
金谷川,37.680526,140.452244,cool,603.932,16.67282,16時間40分22秒
南福島,37.723665,140.456074,cool,599.130,16.64480,16時間38分41秒
東福島,37.800447,140.478058,eco,590.421,16.59372,16時間35分37秒
伊達,37.823917,140.493255,eco,587.671,16.57753,16時間34分39秒
桑折,37.855258,140.517508,eco,583.960,16.55562,16時間33分20秒
藤田,37.879062,140.539722,eco,581.106,16.53874,16時間32分19秒
貝田,37.908226,140.58106,eco,577.481,16.51724,16時間31分2秒
越河,37.933616,140.604572,cool,574.453,16.49924,16時間29分57秒
白石(宮城),38.003581,140.626164,cool,566.518,16.45190,16時間27分7秒
東白石,38.034935,140.651109,cool,562.826,16.42979,16時間25分47秒
北白川,38.032607,140.692613,cool,562.727,16.42920,16時間25分45秒
大河原(宮城),38.047491,140.740142,cool,560.696,16.41701,16時間25分1秒
船岡(宮城),38.059298,140.767366,cool,559.182,16.40791,16時間24分28秒
槻木,38.07864,140.809992,cool,556.732,16.39317,16時間23分35秒
岩沼,38.11205,140.863783,cool,552.673,16.36869,16時間22分7秒
館腰,38.142987,140.880208,heat,549.140,16.34734,16時間20分50秒
名取,38.173017,140.882753,cool,545.794,16.32707,16時間19分37秒
南仙台,38.197384,140.883296,cool,543.088,16.31064,16時間18分38秒
太子堂,38.21711,140.883436,eco,540.899,16.29733,16時間17分50秒
長町,38.226797,140.885986,eco,539.809,16.29070,16時間17分27秒
東仙台,38.276512,140.920204,eco,534.091,16.25582,16時間15分21秒
岩切,38.300773,140.954617,eco,531.209,16.23820,16時間14分18秒
新利府,38.317059,140.972609,heat,529.308,16.22656,16時間13分36秒
利府,38.329483,140.984652,heat,527.869,16.21774,16時間13分4秒
陸前山王,38.299586,140.97917,eco,531.215,16.23824,16時間14分18秒
国府多賀城,38.300933,140.99411,heat,530.992,16.23687,16時間14分13秒
塩釜,38.309584,141.009564,heat,529.960,16.23055,16時間13分50秒
松島,38.379892,141.065982,heat,521.913,16.18114,16時間10分52秒
愛宕(宮城),38.397371,141.065,heat,519.975,16.16920,16時間10分9秒
品井沼,38.431539,141.082408,eco,516.113,16.14537,16時間8分43秒
鹿島台,38.474708,141.097965,eco,511.261,16.11536,16時間6分55秒
松山町,38.512332,141.075187,eco,507.165,16.08995,16時間5分24秒
田尻,38.596246,141.058912,eco,497.909,16.03232,16時間1分56秒
瀬峰,38.655153,141.07383,eco,491.306,15.99103,15時間59分28秒
梅ヶ沢,38.681678,141.085278,eco,488.314,15.97227,15時間58分20秒
新田(宮城),38.711475,141.119428,eco,484.881,15.95070,15時間57分3秒
石越,38.768778,141.15906,eco,478.391,15.90982,15時間54分35秒
油島,38.797113,141.175706,eco,475.196,15.88964,15時間53分23秒
花泉,38.83331,141.180013,eco,471.162,15.86412,15時間51分51秒
清水原,38.854915,141.156576,eco,468.825,15.84931,15時間50分58秒
有壁,38.867371,141.120994,eco,467.554,15.84125,15時間50分28秒
山ノ目,38.951253,141.131921,eco,458.197,15.78173,15時間46分54秒
平泉,38.987935,141.117786,eco,454.171,15.75603,15時間45分22秒
前沢,39.048686,141.12624,cool,447.391,15.71265,15時間42分46秒
陸中折居,39.094185,141.140864,cool,442.286,15.67988,15時間40分48秒
水沢,39.138998,141.146395,cool,437.288,15.64773,15時間38分52秒
金ヶ崎,39.199615,141.112894,cool,430.673,15.60506,15時間36分18秒
六原,39.227894,141.097605,cool,427.593,15.58514,15時間35分7秒
村崎野,39.323027,141.120442,cool,416.935,15.51602,15時間30分58秒
花巻空港,39.442639,141.127625,cool,403.621,15.42923,15時間25分45秒
石鳥谷,39.490919,141.146861,cool,398.186,15.39366,15時間23分37秒
日詰,39.538734,141.160637,cool,392.825,15.35849,15時間21分31秒
紫波中央,39.5549,141.15995,heat,391.032,15.34672,15時間20分48秒
古館,39.580844,141.154575,heat,388.168,15.32789,15時間19分40秒
矢幅,39.613293,141.148299,heat,384.585,15.30430,15時間18分15秒
岩手飯岡,39.65373,141.146861,heat,380.098,15.27471,15時間16分29秒
仙北町,39.687919,141.148814,heat,376.293,15.24959,15時間14分59秒
東京,35.681391,139.766103,heat,832.591,17.87793,17時間52分41秒
新橋,35.666195,139.758587,heat,834.366,17.88620,17時間53分10秒
品川,35.62876,139.738999,eco,838.754,17.90654,17時間54分24秒
川崎,35.531311,139.697485,cool,850.045,17.95839,17時間57分30秒
横浜,35.466195,139.622704,cool,858.283,17.99574,17時間59分45秒
戸塚,35.400432,139.534282,cool,866.833,18.03409,18時間2分3秒
大船,35.353466,139.531127,cool,872.028,18.05717,18時間3分26秒
藤沢,35.338882,139.487293,cool,874.309,18.06726,18時間4分2秒
辻堂,35.336847,139.447106,cool,875.171,18.07106,18時間4分16秒
茅ケ崎,35.330741,139.407197,cool,876.487,18.07686,18時間4分37秒
平塚,35.327647,139.349063,cool,877.791,18.08259,18時間4分57秒
大磯,35.311299,139.313388,cool,880.183,18.09309,18時間5分35秒
二宮(JR),35.298644,139.256925,heat,882.542,18.10340,18時間6分12秒
国府津,35.280832,139.212932,cool,885.264,18.11526,18時間6分55秒
鴨宮,35.275744,139.180147,heat,886.408,18.12023,18時間7分13秒
小田原,35.256225,139.155772,heat,888.978,18.13137,18時間7分53秒
早川,35.238875,139.145014,eco,891.064,18.14038,18時間8分25秒
根府川,35.202455,139.138504,eco,895.150,18.15795,18時間9分29秒
真鶴,35.156837,139.132148,eco,900.235,18.17968,18時間10分47秒
湯河原,35.146178,139.102142,eco,901.947,18.18696,18時間11分13秒
熱海,35.103573,139.077679,heat,907.038,18.20850,18時間12分31秒
大崎,35.619772,139.728439,cool,839.890,17.91179,17時間54分42秒
五反田,35.625974,139.723822,eco,839.275,17.90895,17時間54分32秒
目黒,35.633923,139.715775,eco,838.518,17.90545,17時間54分20秒
恵比寿,35.646685,139.71007,cool,837.199,17.89935,17時間53分58秒
渋谷,35.658871,139.701238,cool,835.989,17.89373,17時間53分37秒
原宿,35.670646,139.702592,cool,834.677,17.88764,17時間53分16秒
明治神宮前〈原宿〉,35.669071,139.703995,cool,834.830,17.88835,17時間53分18秒
代々木,35.683061,139.702042,cool,833.323,17.88134,17時間52分53秒
新宿,35.689729,139.700464,heat,832.614,17.87804,17時間52分41秒
新大久保,35.700875,139.700261,eco,831.394,17.87235,17時間52分20秒
高田馬場,35.712677,139.703715,eco,830.048,17.86606,17時間51分58秒
目白,35.720476,139.706228,eco,829.156,17.86189,17時間51分43秒
池袋,35.730256,139.711086,heat,828.012,17.85653,17時間51分24秒
大塚(東京),35.731412,139.728584,heat,827.631,17.85475,17時間51分17秒
大塚駅前,35.732082,139.729593,heat,827.543,17.85433,17時間51分16秒
巣鴨,35.733445,139.739303,heat,827.254,17.85298,17時間51分11秒
駒込,35.736825,139.748053,heat,826.758,17.85065,17時間51分2秒
田端,35.737781,139.761229,heat,826.466,17.84928,17時間50分57秒
西日暮里,35.731954,139.766857,heat,827.027,17.85191,17時間51分7秒
日暮里,35.727908,139.771287,heat,827.409,17.85370,17時間51分13秒
鶯谷,35.721484,139.778015,heat,828.020,17.85657,17時間51分24秒
上野,35.71379,139.777043,heat,828.879,17.86059,17時間51分38秒
御徒町,35.707282,139.774727,heat,829.626,17.86409,17時間51分51秒
上野広小路,35.70768,139.772877,heat,829.609,17.86401,17時間51分50秒
仲御徒町,35.706649,139.776138,eco,829.676,17.86432,17時間51分52秒
上野御徒町,35.707893,139.774332,eco,829.565,17.86380,17時間51分50秒
秋葉原,35.698619,139.773288,heat,830.598,17.86863,17時間52分7秒
神田(東京),35.691173,139.770641,heat,831.453,17.87262,17時間52分21秒
有楽町,35.675441,139.763806,heat,833.277,17.88113,17時間52分52秒
浜松町,35.655391,139.757135,heat,835.573,17.89180,17時間53分30秒
田町(東京),35.645736,139.747575,heat,836.768,17.89735,17時間53分50秒
高輪ゲートウェイ,35.635475,139.740757,heat,837.991,17.90301,17時間54分11秒
尻手,35.530939,139.684233,cool,850.277,17.95945,17時間57分34秒
矢向,35.539408,139.68055,cool,849.401,17.95545,17時間57分20秒
鹿島田,35.551459,139.674964,cool,848.159,17.94978,17時間56分59秒
平間,35.560565,139.671039,cool,847.217,17.94547,17時間56分44秒
向河原,35.572891,139.66725,cool,845.920,17.93953,17時間56分22秒
武蔵小杉,35.57669,139.65963,cool,845.615,17.93814,17時間56分17秒
武蔵中原,35.581498,139.640613,cool,845.370,17.93701,17時間56分13秒
武蔵新城,35.587369,139.629419,cool,844.893,17.93483,17時間56分5秒
武蔵溝ノ口,35.598923,139.61139,cool,843.899,17.93026,17時間55分49秒
溝の口,35.59984,139.610487,cool,843.812,17.92986,17時間55分48秒
津田山,35.604259,139.600002,heat,843.487,17.92837,17時間55分42秒
久地,35.610363,139.592714,heat,842.930,17.92581,17時間55分33秒
宿河原,35.615429,139.579565,heat,842.578,17.92419,17時間55分27秒
登戸,35.620889,139.570028,heat,842.128,17.92211,17時間55分20秒
中野島,35.630135,139.5501,eco,841.427,17.91889,17時間55分8秒
稲田堤,35.633701,139.535173,eco,841.273,17.91818,17時間55分5秒
矢野口,35.641305,139.520849,heat,840.669,17.91539,17時間54分55秒
稲城長沼,35.644184,139.502811,heat,840.645,17.91528,17時間54分55秒
南多摩,35.649249,139.489781,heat,840.302,17.91370,17時間54分49秒
府中本町,35.665766,139.477142,heat,838.703,17.90631,17時間54分23秒
分倍河原,35.668493,139.468798,eco,838.542,17.90556,17時間54分20秒
西府,35.670912,139.457477,heat,838.465,17.90521,17時間54分19秒
谷保,35.681377,139.446724,eco,837.501,17.90074,17時間54分3秒
矢川,35.685079,139.431611,eco,837.350,17.90005,17時間54分0秒
西国立,35.69375,139.423887,cool,836.534,17.89626,17時間53分47秒
立川,35.698202,139.413704,cool,836.220,17.89481,17時間53分41秒
八丁畷,35.523071,139.691446,cool,851.037,17.96291,17時間57分46秒
川崎新町,35.518234,139.699348,eco,851.455,17.96481,17時間57分53秒
小田栄,35.5145,139.704944,eco,851.785,17.96631,17時間57分59秒
浜川崎,35.510428,139.713483,eco,852.111,17.96779,17時間58分4秒
鶴見,35.508387,139.67614,cool,852.869,17.97124,17時間58分16秒
京急鶴見,35.507032,139.677743,cool,852.995,17.97181,17時間58分19秒
国道,35.50083,139.675599,cool,853.707,17.97504,17時間58分30秒
鶴見小野,35.497005,139.681226,cool,854.045,17.97658,17時間58分36秒
弁天橋,35.495758,139.689451,cool,854.064,17.97666,17時間58分36秒
浅野,35.497555,139.695739,cool,853.777,17.97536,17時間58分31秒
新芝浦,35.491914,139.7001,cool,854.334,17.97789,17時間58分40秒
海芝浦,35.486073,139.700603,cool,854.968,17.98076,17時間58分51秒
安善,35.499668,139.700663,eco,853.474,17.97399,17時間58分26秒
大川,35.495646,139.711038,eco,853.769,17.97532,17時間58分31秒
武蔵白石,35.501912,139.706513,eco,853.145,17.97249,17時間58分21秒
昭和,35.506836,139.723897,heat,852.358,17.96892,17時間58分8秒
扇町(神奈川),35.501452,139.722147,heat,852.974,17.97172,17時間58分18秒
北府中,35.68088,139.471792,heat,837.139,17.89907,17時間53分57秒
西国分寺,35.699744,139.465994,heat,835.173,17.88995,17時間53分24秒
新小平,35.73128,139.470745,heat,831.647,17.87353,17時間52分25秒
新秋津,35.778331,139.493592,heat,826.125,17.84768,17時間50分52秒
東所沢,35.79461,139.513878,heat,824.012,17.83774,17時間50分16秒
新座,35.80381,139.556328,heat,822.318,17.82975,17時間49分47秒
北朝霞,35.815475,139.587322,heat,820.548,17.82139,17時間49分17秒
朝霞台,35.814328,139.587189,eco,820.676,17.82199,17時間49分19秒
西浦和,35.844139,139.627707,heat,816.778,17.80352,17時間48分13秒
武蔵浦和,35.846047,139.647974,heat,816.257,17.80104,17時間48分4秒
南浦和,35.847648,139.669125,heat,815.759,17.79867,17時間47分55秒
東浦和,35.864079,139.704627,heat,813.425,17.78756,17時間47分15秒
東川口,35.875246,139.744087,eco,811.621,17.77894,17時間46分44秒
南越谷,35.876106,139.790499,cool,810.861,17.77531,17時間46分31秒
新越谷,35.875186,139.789905,eco,810.971,17.77583,17時間46分33秒
越谷レイクタウン,35.876176,139.8221,cool,810.412,17.77316,17時間46分23秒
吉川,35.87662,139.843162,eco,810.074,17.77154,17時間46分18秒
吉川美南,35.868026,139.858445,eco,810.811,17.77507,17時間46分30秒
新三郷,35.858667,139.869341,eco,811.693,17.77928,17時間46分45秒
三郷(埼玉),35.845004,139.886341,eco,812.970,17.78538,17時間47分7秒
南流山,35.838035,139.903865,cool,813.506,17.78794,17時間47分17秒
新松戸,35.825467,139.921076,cool,814.666,17.79347,17時間47分36秒
幸谷,35.826642,139.919912,eco,814.551,17.79292,17時間47分35秒
新八柱,35.792013,139.938393,cool,818.127,17.80992,17時間48分36秒
八柱,35.791394,139.937362,heat,818.208,17.81031,17時間48分37秒
東松戸,35.770611,139.943848,eco,820.414,17.82076,17時間49分15秒
市川大野,35.755432,139.951227,eco,821.993,17.82822,17時間49分42秒
船橋法典,35.730435,139.966771,eco,824.553,17.84029,17時間50分25秒
西船橋,35.707283,139.959536,eco,827.192,17.85269,17時間51分10秒
東神奈川,35.47804,139.633466,cool,856.824,17.98916,17時間59分21秒
京急東神奈川,35.477412,139.634669,cool,856.875,17.98939,17時間59分22秒
大口,35.492375,139.646288,cool,855.062,17.98119,17時間58分52秒
菊名,35.509749,139.630147,cool,853.395,17.97363,17時間58分25秒
新横浜,35.506824,139.617348,cool,853.907,17.97595,17時間58分33秒
小机,35.508533,139.599787,cool,853.983,17.97630,17時間58分35秒
鴨居,35.510955,139.56707,cool,854.217,17.97736,17時間58分38秒
中山(神奈川),35.514745,139.539692,cool,854.227,17.97740,17時間58分39秒
十日市場(神奈川),35.526254,139.51669,eco,853.328,17.97332,17時間58分24秒
長津田,35.531698,139.49468,cool,853.083,17.97221,17時間58分20秒
成瀬,35.535412,139.472875,heat,853.029,17.97197,17時間58分19秒
町田,35.542004,139.445579,heat,852.754,17.97072,17時間58分15秒
古淵,35.556055,139.419151,eco,851.657,17.96573,17時間57分57秒
淵野辺,35.568784,139.395075,eco,850.671,17.96124,17時間57分40秒
矢部,35.573275,139.386373,heat,850.328,17.95968,17時間57分35秒
相模原,35.58113,139.371007,heat,849.733,17.95697,17時間57分25秒
橋本(神奈川),35.594975,139.344586,heat,848.679,17.95216,17時間57分8秒
相原,35.60694,139.33169,heat,847.599,17.94722,17時間56分50秒
八王子みなみ野,35.630664,139.330678,cool,845.029,17.93545,17時間56分8秒
片倉,35.639704,139.34119,cool,843.858,17.93007,17時間55分48秒
八王子,35.655555,139.338998,eco,842.168,17.92230,17時間55分20秒
桜木町,35.451112,139.630881,cool,859.816,18.00265,18時間0分10秒
関内,35.443336,139.636984,cool,860.580,18.00609,18時間0分22秒
石川町,35.438808,139.642934,cool,860.989,18.00793,18時間0分29秒
山手,35.426891,139.646425,cool,862.246,18.01357,18時間0分49秒
根岸(神奈川),35.415887,139.636034,cool,863.605,18.01966,18時間1分11秒
磯子,35.399881,139.617916,eco,865.628,18.02871,18時間1分43秒
新杉田,35.386863,139.619483,eco,867.033,18.03498,18時間2分6秒
洋光台,35.378785,139.596852,eco,868.255,18.04042,18時間2分26秒
港南台,35.375183,139.576243,eco,868.959,18.04356,18時間2分37秒
本郷台,35.36787,139.550159,heat,870.157,18.04888,18時間2分56秒
西大井,35.601616,139.721729,heat,841.980,17.92143,17時間55分17秒
新川崎,35.551784,139.671481,cool,848.174,17.94985,17時間56分59秒
保土ケ谷,35.446746,139.599671,cool,860.760,18.00690,18時間0分25秒
東戸塚,35.430353,139.556794,cool,863.208,18.01788,18時間1分4秒
北鎌倉,35.337198,139.545134,cool,873.596,18.06411,18時間3分51秒
鎌倉,35.318793,139.550428,eco,875.533,18.07266,18時間4分22秒
逗子,35.297392,139.578292,eco,877.459,18.08114,18時間4分52秒
東逗子,35.298781,139.601768,eco,876.959,18.07894,18時間4分44秒
田浦,35.29271,139.637726,eco,877.100,18.07956,18時間4分46秒
横須賀,35.284022,139.655855,heat,877.794,18.08261,18時間4分57秒
衣笠,35.257091,139.661193,heat,880.675,18.09524,18時間5分43秒
久里浜,35.233107,139.700862,heat,882.754,18.10433,18時間6分16秒
京急久里浜,35.231332,139.702139,eco,882.932,18.10510,18時間6分18秒
北茅ケ崎,35.339167,139.407569,cool,875.559,18.07277,18時間4分22秒
香川,35.35655,139.400044,cool,873.782,18.06493,18時間3分54秒
寒川,35.367579,139.387452,cool,872.785,18.06052,18時間3分38秒
宮山,35.382261,139.379639,cool,871.310,18.05399,18時間3分14秒
倉見,35.395098,139.378422,cool,869.928,18.04786,18時間2分52秒
門沢橋,35.406761,139.380139,cool,868.624,18.04207,18時間2分31秒
社家,35.420543,139.377281,cool,867.166,18.03557,18時間2分8秒
厚木,35.44375,139.378631,cool,864.608,18.02415,18時間1分27秒
海老名,35.454282,139.389328,cool,863.277,18.01819,18時間1分5秒
入谷(神奈川),35.478478,139.391913,heat,860.590,18.00613,18時間0分22秒
相武台下,35.492734,139.386297,heat,859.127,17.99955,17時間59分58秒
下溝,35.518516,139.380428,heat,856.410,17.98729,17時間59分14秒
原当麻,35.528978,139.375355,heat,855.353,17.98250,17時間58分57秒
番田(神奈川),35.545392,139.362988,heat,853.773,17.97534,17時間58分31秒
上溝,35.557623,139.36315,eco,852.434,17.96926,17時間58分9秒
南橋本,35.58042,139.352484,eco,850.130,17.95878,17時間57分32秒
四ツ谷(四ッ谷),35.686041,139.730644,heat,832.583,17.87789,17時間52分40秒
吉祥寺,35.703119,139.579765,heat,832.970,17.87970,17時間52分47秒
三鷹,35.702683,139.560325,cool,833.323,17.88134,17時間52分53秒
国分寺,35.700123,139.480841,cool,834.886,17.88861,17時間53分19秒
日野(東京),35.679244,139.39393,cool,838.629,17.90597,17時間54分21秒
豊田,35.659502,139.381495,cool,840.997,17.91690,17時間55分1秒
西八王子,35.656621,139.31264,eco,842.518,17.92391,17時間55分26秒
高尾(東京),35.642026,139.282288,eco,844.652,17.93372,17時間56分1秒
相模湖,35.617335,139.1885,cool,849.065,17.95392,17時間57分14秒
藤野,35.615918,139.15239,cool,849.901,17.95773,17時間57分28秒
上野原,35.618747,139.115787,cool,850.297,17.95954,17時間57分34秒
四方津,35.614252,139.072572,cool,851.629,17.96560,17時間57分56秒
梁川(山梨),35.605271,139.038076,cool,853.287,17.97314,17時間58分23秒
