name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms)
広電本社前,34.377375,132.45821,heat,1235.025,19.23544,19時間14分8秒
御幸橋,34.375321,132.459605,heat,1235.135,19.23566,19時間14分8秒
皆実町六丁目,34.374169,132.464454,heat,1234.978,19.23535,19時間14分7秒
広大附属学校前,34.371654,132.464583,heat,1235.197,19.23578,19時間14分9秒
県病院前,34.36875,132.464797,heat,1235.448,19.23628,19時間14分11秒
宇品二丁目,34.366164,132.464519,heat,1235.696,19.23677,19時間14分12秒
宇品三丁目,34.364216,132.464411,heat,1235.877,19.23713,19時間14分14秒
宇品四丁目,34.360076,132.463923,eco,1236.277,19.23792,19時間14分17秒
宇品五丁目,34.358132,132.463784,eco,1236.459,19.23828,19時間14分18秒
海岸通,34.354898,132.463081,eco,1236.789,19.23893,19時間14分20秒
元宇品口,34.354048,132.459412,eco,1237.062,19.23947,19時間14分22秒
広島港（宇品）,34.352755,132.455184,eco,1237.406,19.24015,19時間14分25秒
紙屋町西,34.395455,132.456965,cool,1233.464,19.23234,19時間13分56秒
原爆ドーム前,34.396163,132.453918,cool,1233.564,19.23254,19時間13分57秒
本川町,34.396942,132.450485,cool,1233.679,19.23276,19時間13分58秒
十日市町,34.397438,132.447138,cool,1233.815,19.23304,19時間13分59秒
土橋(広島),34.3948,132.446322,cool,1234.096,19.23360,19時間14分1秒
小網町,34.394543,132.44422,cool,1234.232,19.23387,19時間14分2秒
天満町,34.395216,132.440572,cool,1234.369,19.23414,19時間14分3秒
観音町(広島),34.395534,132.438405,heat,1234.457,19.23431,19時間14分4秒
西観音町,34.393976,132.43686,heat,1234.680,19.23476,19時間14分5秒
福島町,34.394985,132.433898,heat,1234.749,19.23489,19時間14分6秒
東高須,34.391922,132.420224,heat,1235.763,19.23690,19時間14分13秒
高須(広島),34.389872,132.417055,heat,1236.118,19.23761,19時間14分15秒
古江,34.386311,132.411383,heat,1236.744,19.23884,19時間14分20秒
草津(広島),34.3816,132.403915,heat,1237.571,19.24047,19時間14分26秒
草津南,34.378092,132.398479,heat,1238.180,19.24167,19時間14分30秒
井口(広島),34.371751,132.385805,heat,1239.435,19.24412,19時間14分39秒
修大協創中高前,34.368218,132.374589,heat,1240.359,19.24592,19時間14分45秒
佐伯区役所前,34.365443,132.361709,eco,1241.305,19.24776,19時間14分52秒
楽々園,34.364282,132.351988,eco,1241.935,19.24898,19時間14分56秒
山陽女学園前,34.361948,132.341251,eco,1242.726,19.25051,19時間15分2秒
廿日市市役所前（平良）,34.352816,132.329722,eco,1244.171,19.25328,19時間15分12秒
ＪＡ広島病院前,34.343959,132.322404,eco,1245.362,19.25556,19時間15分20秒
地御前,34.340942,132.320049,eco,1245.761,19.25632,19時間15分23秒
阿品東,34.326488,132.318579,eco,1247.138,19.25894,19時間15分32秒
宮島ボートレース場,34.314425,132.305006,eco,1248.956,19.26238,19時間15分45秒
松川町,34.390222,132.471283,eco,1233.164,19.23174,19時間13分54秒
段原一丁目,34.390302,132.474067,eco,1233.007,19.23142,19時間13分53秒
比治山下,34.38696,132.471006,eco,1233.473,19.23235,19時間13分56秒
比治山橋,34.383272,132.468681,eco,1233.930,19.23326,19時間14分0秒
南区役所前,34.380297,132.467072,eco,1234.285,19.23397,19時間14分2秒
皆実町二丁目,34.377375,132.465849,eco,1234.614,19.23463,19時間14分5秒
舟入町,34.389222,132.444928,heat,1234.673,19.23474,19時間14分5秒
舟入本町,34.385556,132.442632,heat,1235.127,19.23564,19時間14分8秒
舟入幸町,34.383139,132.441151,heat,1235.424,19.23623,19時間14分10秒
舟入川口町,34.380341,132.439499,heat,1235.765,19.23691,19時間14分13秒
舟入南,34.375099,132.437224,cool,1236.359,19.23808,19時間14分17秒
江波(広島),34.372496,132.436044,cool,1236.657,19.23867,19時間14分19秒
横川一丁目,34.406848,132.449949,eco,1232.816,19.23104,19時間13分52秒
別院前,34.404245,132.449241,eco,1233.089,19.23159,19時間13分54秒
寺町,34.401129,132.448125,eco,1233.429,19.23227,19時間13分56秒
女学院前,34.397827,132.464776,eco,1232.829,19.23107,19時間13分52秒
縮景園前,34.399881,132.465334,eco,1232.614,19.23064,19時間13分50秒
家庭裁判所前,34.402289,132.466106,cool,1232.356,19.23012,19時間13分48秒
白島(広島電鉄),34.404484,132.465506,cool,1232.191,19.22979,19時間13分47秒
清流新岩国,34.162639,132.14764,heat,1271.118,19.30229,19時間18分8秒
守内かさ神,34.170107,132.135704,heat,1271.095,19.30225,19時間18分8秒
南河内,34.165957,132.103363,heat,1273.225,19.30590,19時間18分21秒
行波,34.163368,132.087084,heat,1274.343,19.30780,19時間18分28秒
北河内(山口),34.176011,132.064519,heat,1274.441,19.30796,19時間18分29秒
椋野,34.193637,132.033385,eco,1274.566,19.30818,19時間18分29秒
南桑,34.20961,132.020852,eco,1273.827,19.30692,19時間18分25秒
清流みはらし,34.211054,132.006243,eco,1274.499,19.30806,19時間18分29秒
根笠,34.210487,131.998656,eco,1274.966,19.30885,19時間18分32秒
河山,34.236368,131.983923,eco,1273.470,19.30631,19時間18分23秒
柳瀬,34.25714,131.97669,cool,1272.019,19.30384,19時間18分14秒
錦町,34.26475,131.962944,cool,1272.101,19.30398,19時間18分14秒
海部,33.593453,134.351999,cool,1216.595,19.19763,19時間11分51秒
宍喰,33.566949,134.300741,cool,1221.428,19.20779,19時間12分28秒
甲浦,33.547238,134.288242,cool,1223.907,19.21293,19時間12分47秒
高松築港,34.35079,134.049507,cool,1156.959,19.05847,19時間3分31秒
片原町(香川),34.346138,134.054368,cool,1157.173,19.05902,19時間3分32秒
瓦町,34.338827,134.052529,cool,1157.958,19.06102,19時間3分40秒
栗林公園,34.328586,134.051063,heat,1159.004,19.06367,19時間3分49秒
三条(香川),34.319718,134.049478,heat,1159.925,19.06600,19時間3分58秒
伏石,34.309861,134.047807,heat,1160.945,19.06857,19時間4分7秒
太田(香川),34.298989,134.045965,heat,1162.070,19.07140,19時間4分17秒
仏生山,34.283213,134.042605,heat,1163.735,19.07557,19時間4分32秒
空港通り,34.28112,134.033096,heat,1164.382,19.07718,19時間4分38秒
一宮,34.283027,134.022561,heat,1164.696,19.07797,19時間4分41秒
円座,34.284479,134.009285,heat,1165.183,19.07918,19時間4分45秒
岡本(香川),34.270261,133.989265,heat,1167.484,19.08489,19時間5分6秒
挿頭丘,34.262007,133.979358,cool,1168.739,19.08798,19時間5分17秒
畑田,34.25901,133.97157,cool,1169.393,19.08959,19時間5分23秒
陶,34.250394,133.947778,cool,1171.339,19.09436,19時間5分40秒
綾川,34.249528,133.931667,cool,1172.185,19.09643,19時間5分47秒
滝宮,34.248152,133.922302,cool,1172.760,19.09783,19時間5分52秒
羽床,34.241078,133.901782,cool,1174.407,19.10183,19時間6分7秒
栗熊,34.233905,133.884133,cool,1175.929,19.10551,19時間6分20秒
岡田(香川),34.220859,133.860902,eco,1178.276,19.11115,19時間6分40秒
羽間,34.209571,133.847345,eco,1179.995,19.11526,19時間6分55秒
榎井,34.194317,133.829511,eco,1182.295,19.12072,19時間7分15秒
琴電琴平,34.190906,133.819236,eco,1183.110,19.12264,19時間7分22秒
花園(香川),34.334206,134.059463,cool,1158.072,19.06131,19時間3分41秒
林道,34.32344,134.073106,cool,1158.458,19.06228,19時間3分44秒
木太東口,34.319718,134.07957,heat,1158.510,19.06242,19時間3分45秒
元山(香川),34.310424,134.083742,heat,1159.203,19.06417,19時間3分51秒
水田,34.303056,134.092699,heat,1159.488,19.06489,19時間3分54秒
西前田,34.296004,134.104675,heat,1159.602,19.06518,19時間3分55秒
高田(香川),34.288506,134.112155,eco,1159.970,19.06611,19時間3分58秒
池戸,34.27866,134.119706,eco,1160.561,19.06760,19時間4分3秒
農学部前,34.273814,134.125739,eco,1160.744,19.06806,19時間4分5秒
平木,34.272134,134.131327,eco,1160.645,19.06781,19時間4分4秒
学園通り,34.270576,134.136998,eco,1160.530,19.06752,19時間4分3秒
白山(香川),34.266707,134.150461,eco,1160.275,19.06688,19時間4分1秒
井戸,34.266669,134.156127,eco,1160.016,19.06623,19時間3分58秒
公文明,34.266688,134.161929,eco,1159.744,19.06554,19時間3分56秒
長尾(香川),34.266675,134.169184,eco,1159.409,19.06469,19時間3分53秒
今橋,34.341577,134.058782,eco,1157.401,19.05960,19時間3分35秒
松島二丁目,34.339986,134.064626,eco,1157.277,19.05928,19時間3分33秒
沖松島,34.341219,134.072253,eco,1156.800,19.05807,19時間3分29秒
春日川,34.340969,134.083566,eco,1156.292,19.05677,19時間3分24秒
潟元,34.341363,134.098231,eco,1155.566,19.05492,19時間3分18秒
琴電屋島,34.341624,134.105763,cool,1155.187,19.05395,19時間3分14秒
古高松,34.340844,134.11244,cool,1154.949,19.05334,19時間3分12秒
八栗,34.344582,134.122439,cool,1154.123,19.05122,19時間3分4秒
六万寺,34.342655,134.134088,cool,1153.762,19.05030,19時間3分1秒
大町(香川),34.337333,134.141354,cool,1153.931,19.05073,19時間3分3秒
塩屋(香川),34.335583,134.155142,cool,1153.455,19.04951,19時間2分58秒
房前,34.332367,134.158483,heat,1153.607,19.04990,19時間3分0秒
原(香川),34.32641,134.163654,heat,1153.937,19.05075,19時間3分3秒
松山市,33.835656,132.762281,heat,1268.639,19.29801,19時間17分53秒
松山市駅,33.836148,132.762587,eco,1268.578,19.29790,19時間17分52秒
土橋(愛媛),33.832738,132.756487,heat,1269.205,19.29899,19時間17分56秒
土居田,33.8241,132.744094,heat,1270.638,19.30146,19時間18分5秒
余戸,33.816173,132.733887,heat,1271.893,19.30362,19時間18分13秒
鎌田,33.810115,132.729784,heat,1272.664,19.30494,19時間18分18秒
岡田(愛媛),33.799083,132.724271,heat,1273.968,19.30716,19時間18分26秒
古泉,33.792539,132.717136,cool,1274.939,19.30881,19時間18分32秒
松前,33.785965,132.705051,cool,1276.165,19.31088,19時間18分39秒
地蔵町,33.779907,132.70429,cool,1276.765,19.31188,19時間18分43秒
新川(愛媛),33.772178,132.704148,cool,1277.490,19.31310,19時間18分47秒
郡中,33.760734,132.70406,eco,1278.556,19.31488,19時間18分54秒
高浜(愛媛),33.883417,132.702177,heat,1267.290,19.29565,19時間17分44秒
梅津寺,33.874637,132.707595,heat,1267.824,19.29659,19時間17分48秒
港山,33.869533,132.713405,heat,1267.998,19.29689,19時間17分49秒
三津,33.863864,132.720002,heat,1268.185,19.29722,19時間17分50秒
山西,33.855301,132.724326,heat,1268.756,19.29821,19時間17分54秒
西衣山,33.850152,132.733989,cool,1268.739,19.29818,19時間17分53秒
衣山,33.8522,132.743997,cool,1268.038,19.29696,19時間17分49秒
古町,33.846978,132.754998,cool,1267.961,19.29683,19時間17分49秒
大手町(愛媛),33.839726,132.755384,cool,1268.613,19.29796,19時間17分53秒
石手川公園,33.831311,132.76935,eco,1268.683,19.29808,19時間17分53秒
いよ立花,33.827784,132.772944,eco,1268.827,19.29833,19時間17分54秒
福音寺,33.82261,132.788931,eco,1268.495,19.29776,19時間17分52秒
北久米,33.819277,132.798664,eco,1268.310,19.29743,19時間17分51秒
久米,33.816036,132.804555,eco,1268.312,19.29744,19時間17分51秒
鷹ノ子,33.812542,132.815301,eco,1268.093,19.29706,19時間17分49秒
平井(愛媛),33.808687,132.828617,eco,1267.777,19.29650,19時間17分47秒
梅本,33.800944,132.839307,heat,1267.957,19.29682,19時間17分49秒
牛渕団地前,33.797739,132.846051,heat,1267.915,19.29675,19時間17分48秒
牛渕,33.795212,132.856112,heat,1267.642,19.29627,19時間17分47秒
田窪,33.792948,132.865413,heat,1267.384,19.29582,19時間17分45秒
見奈良,33.792721,132.873374,cool,1267.004,19.29515,19時間17分43秒
愛大医学部南口,33.797831,132.878659,cool,1266.262,19.29385,19時間17分38秒
横河原,33.803353,132.88434,cool,1265.461,19.29245,19時間17分33秒
南堀端,33.839213,132.761664,cool,1268.341,19.29749,19時間17分51秒
西堀端,33.840105,132.75866,cool,1268.411,19.29761,19時間17分51秒
本町１丁目,33.840394,132.758772,cool,1268.379,19.29755,19時間17分51秒
宮田町,33.843948,132.752626,cool,1268.363,19.29753,19時間17分51秒
萱町６丁目,33.851756,132.756226,eco,1267.455,19.29594,19時間17分45秒
本町６丁目,33.853472,132.758473,eco,1267.182,19.29547,19時間17分44秒
木屋町,33.853483,132.760776,eco,1267.063,19.29526,19時間17分43秒
高砂町,33.851664,132.762464,eco,1267.146,19.29540,19時間17分43秒
清水町,33.849328,132.764281,heat,1267.270,19.29562,19時間17分44秒
鉄砲町,33.84829,132.769011,heat,1267.125,19.29537,19時間17分43秒
赤十字病院前,33.848115,132.772383,heat,1266.969,19.29509,19時間17分42秒
平和通１丁目,33.847673,132.774452,heat,1266.905,19.29498,19時間17分42秒
上一万,33.846737,132.775502,heat,1266.938,19.29504,19時間17分42秒
警察署前,33.844596,132.775354,heat,1267.144,19.29540,19時間17分43秒
勝山町,33.841709,132.774818,heat,1267.439,19.29592,19時間17分45秒
大街道,33.841103,132.769861,cool,1267.748,19.29645,19時間17分47秒
県庁前(愛媛),33.841067,132.766364,cool,1267.929,19.29677,19時間17分48秒
市役所前(愛媛),33.839926,132.764819,cool,1268.114,19.29709,19時間17分50秒
南町,33.847412,132.779839,eco,1266.655,19.29454,19時間17分40秒
道後公園,33.848552,132.784989,eco,1266.287,19.29390,19時間17分38秒
道後温泉,33.850477,132.784817,cool,1266.117,19.29360,19時間17分37秒
本町５丁目,33.851047,132.758853,cool,1267.387,19.29582,19時間17分45秒
本町４丁目,33.847982,132.758789,cool,1267.674,19.29633,19時間17分47秒
本町３丁目,33.84513,132.758853,cool,1267.935,19.29678,19時間17分48秒
荷稲,33.132961,133.116316,heat,1317.456,19.37403,19時間22分26秒
伊与喜,33.105169,133.098519,heat,1320.959,19.37880,19時間22分44秒
土佐佐賀,33.080905,133.101517,heat,1323.140,19.38173,19時間22分54秒
佐賀公園,33.064604,133.106582,heat,1324.461,19.38348,19時間23分1秒
土佐白浜,33.05643,133.097452,heat,1325.676,19.38509,19時間23分6秒
有井川,33.038914,133.071258,cool,1328.594,19.38889,19時間23分20秒
土佐上川口,33.043013,133.056112,cool,1328.920,19.38931,19時間23分22秒
海の王迎,33.040407,133.046482,cool,1329.626,19.39022,19時間23分25秒
浮鞭,33.039516,133.029856,cool,1330.501,19.39134,19時間23分29秒
土佐入野,33.023866,133.011636,cool,1332.864,19.39434,19時間23分40秒
西大方,33.008912,132.986967,eco,1335.468,19.39760,19時間23分51秒
古津賀,32.985744,132.962036,eco,1338.870,19.40178,19時間24分6秒
中村,32.984641,132.943927,eco,1339.839,19.40296,19時間24分11秒
具同,32.9794,132.915473,eco,1341.699,19.40520,19時間24分19秒
国見(高知),32.978932,132.883716,cool,1343.264,19.40706,19時間24分25秒
有岡,32.961229,132.833077,cool,1347.383,19.41187,19時間24分43秒
工業団地,32.95632,132.801931,heat,1349.351,19.41412,19時間24分51秒
平田(高知),32.955639,132.794977,heat,1349.751,19.41458,19時間24分52秒
東宿毛,32.933673,132.728736,heat,1355.041,19.42047,19時間25分14秒
宿毛,32.932534,132.71364,heat,1355.881,19.42139,19時間25分17秒
後免町,33.574397,133.650628,heat,1250.008,19.26435,19時間15分52秒
立田,33.57073,133.670627,heat,1249.432,19.26327,19時間15分48秒
のいち,33.561649,133.698366,heat,1249.020,19.26250,19時間15分45秒
よしかわ,33.546089,133.710352,heat,1249.966,19.26427,19時間15分51秒
あかおか,33.539893,133.721859,heat,1250.032,19.26440,19時間15分52秒
香我美,33.539152,133.73723,heat,1249.396,19.26320,19時間15分48秒
夜須,33.534347,133.754506,heat,1249.065,19.26258,19時間15分45秒
西分,33.518015,133.790772,heat,1248.981,19.26242,19時間15分45秒
和食,33.51784,133.809739,heat,1248.131,19.26082,19時間15分39秒
赤野,33.516,133.825026,heat,1247.611,19.25984,19時間15分35秒
穴内,33.506069,133.864204,cool,1246.792,19.25829,19時間15分30秒
球場前(高知),33.502635,133.891265,cool,1245.898,19.25659,19時間15分24秒
あき総合病院前,33.504354,133.897625,cool,1245.444,19.25572,19時間15分21秒
安芸,33.504738,133.906538,cool,1245.003,19.25488,19時間15分18秒
伊尾木,33.490952,133.929158,cool,1245.322,19.25549,19時間15分20秒
下山(高知),33.458267,133.94837,cool,1247.637,19.25989,19時間15分36秒
唐浜,33.446036,133.966263,eco,1248.026,19.26062,19時間15分38秒
安田(高知),33.443359,133.984151,eco,1247.487,19.25960,19時間15分35秒
田野(高知),33.4303,134.008207,eco,1247.687,19.25998,19時間15分36秒
奈半利,33.425187,134.018269,eco,1247.739,19.26008,19時間15分36秒
後免東町,33.574501,133.64769,eco,1250.135,19.26459,19時間15分53秒
後免中町,33.575438,133.645927,eco,1250.127,19.26458,19時間15分52秒
後免西町,33.575819,133.642753,eco,1250.238,19.26478,19時間15分53秒
東工業前,33.57637,133.638092,eco,1250.402,19.26509,19時間15分54秒
住吉通,33.576615,133.636156,eco,1250.469,19.26522,19時間15分55秒
篠原(高知),33.577049,133.631263,eco,1250.655,19.26556,19時間15分56秒
小篭通,33.576285,133.62586,eco,1250.980,19.26617,19時間15分58秒
長崎(高知),33.575074,133.620888,eco,1251.328,19.26682,19時間16分1秒
明見橋,33.57469,133.618261,eco,1251.488,19.26712,19時間16分2秒
清和学園前,33.574911,133.613032,eco,1251.711,19.26753,19時間16分3秒
領石通,33.574162,133.607845,eco,1252.025,19.26812,19時間16分5秒
北浦(高知),33.573716,133.603952,eco,1252.249,19.26854,19時間16分7秒
舟戸,33.570496,133.59954,eco,1252.765,19.26949,19時間16分10秒
鹿児,33.567135,133.597346,eco,1253.190,19.27028,19時間16分13秒
田辺島通,33.566359,133.593,heat,1253.468,19.27079,19時間16分15秒
東新木,33.564517,133.59028,heat,1253.772,19.27136,19時間16分17秒
新木(高知),33.562191,133.586764,heat,1254.159,19.27207,19時間16分19秒
介良通,33.560055,133.583241,heat,1254.529,19.27275,19時間16分22秒
文珠通,33.559336,133.579335,heat,1254.781,19.27322,19時間16分24秒
高須(高知),33.559307,133.577034,heat,1254.891,19.27342,19時間16分24秒
県立美術館通,33.558863,133.575148,heat,1255.022,19.27366,19時間16分25秒
西高須,33.558229,133.573163,heat,1255.176,19.27394,19時間16分26秒
葛島橋東詰,33.557,133.569303,cool,1255.474,19.27449,19時間16分28秒
知寄町三丁目,33.557541,133.565589,cool,1255.596,19.27471,19時間16分29秒
知寄町,33.557911,133.561486,cool,1255.753,19.27500,19時間16分30秒
知寄町二丁目,33.558022,133.559945,cool,1255.815,19.27512,19時間16分30秒
知寄町一丁目,33.558377,133.557099,cool,1255.914,19.27530,19時間16分31秒
宝永町,33.558662,133.553486,cool,1256.056,19.27556,19時間16分32秒
菜園場町,33.559076,133.548241,cool,1256.262,19.27593,19時間16分33秒
デンテツターミナルビル前,33.559329,133.544073,cool,1256.433,19.27625,19時間16分34秒
はりまや橋,33.559558,133.542292,cool,1256.495,19.27636,19時間16分35秒
堀詰,33.559554,133.539231,cool,1256.639,19.27662,19時間16分36秒
大橋通,33.558992,133.536404,cool,1256.826,19.27696,19時間16分37秒
高知城前,33.558405,133.533934,cool,1256.998,19.27728,19時間16分38秒
県庁前(高知),33.557997,133.531771,cool,1257.139,19.27753,19時間16分39秒
グランド通,33.557497,133.528992,cool,1257.317,19.27786,19時間16分40秒
枡形,33.557357,133.527617,cool,1257.395,19.27800,19時間16分41秒
上町一丁目,33.557324,133.525417,cool,1257.502,19.27820,19時間16分42秒
上町二丁目,33.557301,133.522621,cool,1257.635,19.27844,19時間16分42秒
上町四丁目,33.557272,133.519428,cool,1257.788,19.27872,19時間16分43秒
上町五丁目,33.557195,133.517297,cool,1257.896,19.27891,19時間16分44秒
旭町一丁目,33.556635,133.51323,cool,1258.141,19.27936,19時間16分46秒
旭駅前通,33.555987,133.509636,cool,1258.372,19.27978,19時間16分47秒
旭町三丁目,33.555685,133.506719,cool,1258.538,19.28008,19時間16分48秒
蛍橋,33.55533,133.503102,cool,1258.743,19.28045,19時間16分50秒
鏡川橋,33.555892,133.499437,cool,1258.861,19.28066,19時間16分50秒
鴨部,33.552228,133.496854,cool,1259.334,19.28152,19時間16分53秒
曙町東町,33.551517,133.49336,heat,1259.567,19.28194,19時間16分55秒
曙町,33.551159,133.490946,heat,1259.715,19.28220,19時間16分56秒
朝倉(とさでん交通),33.550665,133.488304,heat,1259.886,19.28251,19時間16分57秒
朝倉神社前,33.551992,133.481023,heat,1260.103,19.28290,19時間16分58秒
宮の奥,33.552304,133.476165,heat,1260.302,19.28326,19時間17分0秒
咥内,33.552393,133.470454,heat,1260.563,19.28373,19時間17分1秒
宇治団地前,33.551928,133.461227,heat,1261.044,19.28459,19時間17分5秒
八代通,33.551952,133.455411,heat,1261.316,19.28508,19時間17分6秒
中山(高知),33.551763,133.45287,heat,1261.454,19.28533,19時間17分7秒
伊野商業前,33.550287,133.444364,eco,1261.998,19.28630,19時間17分11秒
北内,33.5498,133.442221,eco,1262.146,19.28657,19時間17分12秒
北山(高知),33.549096,133.438476,eco,1262.390,19.28700,19時間17分13秒
鳴谷,33.548657,133.433361,eco,1262.675,19.28751,19時間17分15秒
伊野(とさでん交通),33.548428,133.42844,eco,1262.930,19.28796,19時間17分17秒
高知橋,33.564016,133.543404,cool,1256.015,19.27548,19時間16分32秒
蓮池町通,33.562117,133.543173,cool,1256.208,19.27583,19時間16分33秒
梅の辻,33.553844,133.54382,cool,1256.971,19.27723,19時間16分38秒
桟橋通一丁目,33.550108,133.54624,cool,1257.216,19.27767,19時間16分40秒
桟橋通二丁目,33.549078,133.546944,heat,1257.282,19.27779,19時間16分40秒
桟橋通三丁目,33.54653,133.548686,heat,1257.445,19.27809,19時間16分41秒
桟橋通四丁目,33.544908,133.549847,heat,1257.546,19.27828,19時間16分42秒
桟橋車庫前,33.541816,133.551926,eco,1257.745,19.27864,19時間16分43秒
桟橋通五丁目,33.540464,133.552739,eco,1257.837,19.27880,19時間16分44秒
立野(佐賀),33.412412,130.539573,eco,1427.342,19.47999,19時間28分48秒
大板井,33.398452,130.560727,eco,1427.355,19.48000,19時間28分48秒
松崎(福岡),33.399654,130.582047,eco,1426.032,19.47926,19時間28分45秒
今隈,33.404237,130.594426,heat,1424.923,19.47864,19時間28分43秒
西太刀洗,33.40774,130.599153,heat,1424.346,19.47831,19時間28分42秒
山隈,33.414076,130.609964,cool,1423.174,19.47763,19時間28分39秒
太刀洗,33.413868,130.618768,cool,1422.690,19.47735,19時間28分38秒
高田(福岡),33.414218,130.63402,cool,1421.790,19.47682,19時間28分37秒
南直方御殿口,33.738729,130.724903,eco,1388.227,19.45268,19時間27分10秒
あかぢ,33.727366,130.72455,eco,1389.236,19.45353,19時間27分13秒
藤棚,33.722017,130.735291,eco,1389.083,19.45340,19時間27分12秒
中泉,33.720992,130.742871,eco,1388.737,19.45311,19時間27分11秒
市場(福岡),33.708074,130.759328,eco,1388.916,19.45326,19時間27分12秒
ふれあい生力,33.700112,130.765567,eco,1389.252,19.45355,19時間27分13秒
赤池(福岡),33.69206,130.768675,eco,1389.776,19.45398,19時間27分14秒
人見,33.687316,130.771105,heat,1390.051,19.45421,19時間27分15秒
金田,33.682805,130.776491,heat,1390.136,19.45428,19時間27分15秒
上金田,33.672435,130.789172,heat,1390.316,19.45443,19時間27分16秒
糒,33.664744,130.799177,heat,1390.416,19.45452,19時間27分16秒
田川市立病院,33.660436,130.802697,cool,1390.591,19.45466,19時間27分17秒
下伊田,33.651965,130.807016,cool,1391.085,19.45507,19時間27分18秒
豊前大熊,33.672646,130.780387,cool,1390.800,19.45483,19時間27分17秒
松山(福岡),33.668496,130.780537,cool,1391.154,19.45513,19時間27分18秒
糸田,33.656481,130.785773,eco,1391.905,19.45574,19時間27分21秒
大藪,33.64712,130.797642,eco,1392.045,19.45586,19時間27分21秒
上伊田,33.648079,130.83017,eco,1390.104,19.45426,19時間27分15秒
勾金,33.651568,130.841939,eco,1389.127,19.45344,19時間27分12秒
柿下温泉口,33.651593,130.854116,eco,1388.431,19.45285,19時間27分10秒
内田,33.637367,130.864302,eco,1389.098,19.45342,19時間27分12秒
赤,33.617703,130.871827,eco,1390.396,19.45450,19時間27分16秒
油須原,33.612765,130.884384,eco,1390.116,19.45427,19時間27分15秒
源じいの森,33.616179,130.895972,eco,1389.158,19.45347,19時間27分12秒
崎山,33.636285,130.917903,heat,1386.147,19.45091,19時間27分3秒
犀川,33.650689,130.939337,heat,1383.666,19.44875,19時間26分55秒
東犀川三四郎,33.661385,130.948966,heat,1382.180,19.44743,19時間26分51秒
新豊津,33.679717,130.963987,heat,1379.717,19.44521,19時間26分43秒
豊津(福岡),33.687505,130.962984,heat,1379.090,19.44464,19時間26分41秒
今川河童,33.702983,130.965517,cool,1377.587,19.44326,19時間26分36秒
美夜古泉,33.709108,130.969052,cool,1376.849,19.44257,19時間26分33秒
令和コスタ行橋,33.717097,130.973615,cool,1375.888,19.44167,19時間26分30秒
福岡空港,33.59718,130.448501,eco,1416.500,19.47358,19時間28分25秒
東比恵,33.589958,130.43128,eco,1418.125,19.47460,19時間28分29秒
祇園(福岡),33.594124,130.414614,eco,1418.732,19.47497,19時間28分30秒
中洲川端,33.594749,130.406418,eco,1419.155,19.47523,19時間28分31秒
天神,33.591346,130.39906,eco,1419.877,19.47567,19時間28分32秒
赤坂(福岡),33.589124,130.391005,eco,1420.538,19.47607,19時間28分34秒
大濠公園,33.589957,130.378784,heat,1421.177,19.47646,19時間28分35秒
唐人町,33.590235,130.370451,heat,1421.638,19.47673,19時間28分36秒
西新,33.583846,130.359619,heat,1422.822,19.47743,19時間28分39秒
藤崎(福岡),33.581347,130.348231,cool,1423.701,19.47794,19時間28分41秒
室見,33.581069,130.340176,cool,1424.195,19.47822,19時間28分42秒
呉服町(福岡),33.59829,130.409892,eco,1418.646,19.47492,19時間28分30秒
千代県庁口,33.602456,130.414336,eco,1418.027,19.47454,19時間28分28秒
馬出九大病院前,33.6094,130.419336,heat,1417.136,19.47398,19時間28分26秒
箱崎宮前,33.615788,130.419613,heat,1416.567,19.47362,19時間28分25秒
箱崎九大前,33.622177,130.421002,cool,1415.933,19.47322,19時間28分24秒
橋本(福岡),33.555205,130.321064,eco,1427.544,19.48010,19時間28分48秒
次郎丸,33.552497,130.329538,eco,1427.285,19.47996,19時間28分48秒
賀茂,33.55048,130.337879,eco,1426.973,19.47979,19時間28分47秒
野芥,33.548111,130.347007,eco,1426.647,19.47961,19時間28分47秒
梅林(福岡),33.545806,130.35494,eco,1426.385,19.47946,19時間28分46秒
福大前,33.54747,130.362228,eco,1425.817,19.47914,19時間28分45秒
七隈,33.552819,130.361628,eco,1425.389,19.47890,19時間28分44秒
金山(福岡),33.559371,130.361561,eco,1424.826,19.47858,19時間28分43秒
茶山,33.566065,130.36543,cool,1424.021,19.47812,19時間28分41秒
別府(福岡),33.57417,130.369629,cool,1423.076,19.47758,19時間28分39秒
六本松,33.577678,130.377287,cool,1422.327,19.47714,19時間28分38秒
桜坂,33.577292,130.386819,heat,1421.806,19.47683,19時間28分37秒
薬院大通,33.580406,130.396158,heat,1420.993,19.47635,19時間28分35秒
渡辺通,33.583969,130.404843,heat,1420.180,19.47586,19時間28分33秒
天神南,33.588197,130.401727,heat,1419.995,19.47574,19時間28分33秒
櫛田神社前,33.591951,130.410759,heat,1419.145,19.47523,19時間28分31秒
平和通,33.883159,130.881246,eco,1366.666,19.43270,19時間25分58秒
旦過,33.880623,130.880194,eco,1366.947,19.43298,19時間25分59秒
香春口三萩野,33.873174,130.880563,eco,1367.573,19.43361,19時間26分1秒
片野,33.865511,130.880039,eco,1368.270,19.43431,19時間26分3秒
城野(北九州高速鉄道),33.858398,130.879601,heat,1368.914,19.43495,19時間26分6秒
北方(福岡),33.84908,130.878039,heat,1369.814,19.43583,19時間26分9秒
